record_id,road_id,road_name,segment_name,area,road_class,segment_length_km,center_lat,center_lon,distance_from_aust_km,day_of_week,day_type,hour,time_slot,weather_condition,congestion_index_0_100,traffic_level,db_traffic_level,avg_speed_car_kph,avg_speed_motorbike_kph,avg_speed_rickshaw_kph,avg_speed_bus_kph,avg_speed_walk_kph,travel_min_per_km_car,travel_min_per_km_motorbike,travel_min_per_km_rickshaw,travel_min_per_km_bus,travel_min_per_km_walk,bus_available,expected_bus_wait_min,road_condition_score_0_100,synthetic_hazard_probability,data_status,notes
T0017061,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Thursday,Weekday,20,20:00,Clear,84,Severe,SEVERE,7.5,17.6,8.2,5.2,4.7,8.0,3.404,7.299,11.594,12.766,1,11.7,80,0.187,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017062,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Thursday,Weekday,21,21:00,Clear,72,Heavy,HEAVY,10.7,19.4,8.8,7.4,4.7,5.6,3.094,6.849,8.116,12.766,1,11.4,86,0.13,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017063,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Thursday,Weekday,22,22:00,Clear,66,Heavy,HEAVY,12.3,20.3,9.0,8.5,4.7,4.87,2.959,6.645,7.057,12.766,1,11.5,92,0.127,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017064,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Thursday,Weekday,23,23:00,Clear,51,Moderate,MODERATE,16.3,22.5,9.7,11.3,4.7,3.672,2.668,6.182,5.322,12.766,1,17.9,88,0.097,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017065,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,0,00:00,Clear,16,Free,LOW,25.7,27.6,11.3,17.7,4.7,2.333,2.171,5.319,3.382,12.766,1,17.5,93,0.05,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017066,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,1,01:00,Clear,3,Free,LOW,29.2,29.6,11.9,20.1,4.7,2.055,2.03,5.057,2.978,12.766,1,15.8,95,0.015,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017067,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,2,02:00,Clear,3,Free,LOW,29.2,29.6,11.9,20.1,4.7,2.055,2.03,5.057,2.978,12.766,1,15.2,90,0.036,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017068,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,3,03:00,Clear,3,Free,LOW,29.2,29.6,11.9,20.1,4.7,2.055,2.03,5.057,2.978,12.766,1,16.5,98,0.016,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017069,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,4,04:00,Clear,4,Free,LOW,28.9,29.4,11.8,20.0,4.7,2.074,2.04,5.076,3.006,12.766,1,16.4,86,0.023,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017070,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,5,05:00,Clear,4,Free,LOW,28.9,29.4,11.8,20.0,4.7,2.074,2.04,5.076,3.006,12.766,1,16.8,87,0.039,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017071,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,6,06:00,Clear,23,Light,LOW,23.8,26.6,11.0,16.4,4.7,2.517,2.255,5.472,3.648,12.766,1,9.4,84,0.067,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017072,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,7,07:00,Clear,35,Light,MODERATE,20.6,24.8,10.4,14.2,4.7,2.909,2.415,5.755,4.216,12.766,1,9.9,97,0.069,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017073,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,8,08:00,Clear,54,Moderate,MODERATE,15.5,22.0,9.6,10.7,4.7,3.862,2.722,6.27,5.597,12.766,1,11.6,92,0.102,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017074,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,9,09:00,Clear,62,Heavy,HEAVY,13.4,20.9,9.2,9.2,4.7,4.48,2.875,6.515,6.493,12.766,1,12.5,98,0.139,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017075,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,10,10:00,Clear,57,Moderate,HEAVY,14.7,21.6,9.4,10.2,4.7,4.073,2.777,6.359,5.903,12.766,1,12.1,81,0.122,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017076,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,11,11:00,Clear,42,Moderate,MODERATE,18.8,23.8,10.1,12.9,4.7,3.2,2.52,5.935,4.638,12.766,1,10.8,96,0.081,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017077,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,12,12:00,Clear,34,Light,MODERATE,20.9,25.0,10.5,14.4,4.7,2.872,2.401,5.731,4.162,12.766,1,11.3,78,0.105,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017078,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,13,13:00,Clear,34,Light,MODERATE,20.9,25.0,10.5,14.4,4.7,2.872,2.401,5.731,4.162,12.766,1,10.0,87,0.088,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017079,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,14,14:00,Clear,35,Light,MODERATE,20.6,24.8,10.4,14.2,4.7,2.909,2.415,5.755,4.216,12.766,1,9.4,92,0.103,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017080,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,15,15:00,Clear,34,Light,MODERATE,20.9,25.0,10.5,14.4,4.7,2.872,2.401,5.731,4.162,12.766,1,9.5,90,0.098,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017081,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,16,16:00,Clear,41,Moderate,MODERATE,19.0,24.0,10.2,13.1,4.7,3.155,2.504,5.908,4.572,12.766,1,11.0,88,0.094,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017082,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,17,17:00,Clear,56,Moderate,HEAVY,15.0,21.8,9.5,10.3,4.7,4.0,2.759,6.329,5.797,12.766,1,11.7,92,0.132,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017083,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,18,18:00,Clear,68,Heavy,HEAVY,11.8,20.0,8.9,8.1,4.7,5.091,3.003,6.711,7.378,12.766,1,11.6,86,0.139,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017084,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,19,19:00,Clear,77,Heavy,HEAVY,9.4,18.7,8.5,6.5,4.7,6.4,3.216,7.03,9.275,12.766,1,12.4,96,0.148,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017085,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,20,20:00,Clear,71,Heavy,HEAVY,11.0,19.5,8.8,7.6,4.7,5.463,3.071,6.814,7.918,12.766,1,11.7,76,0.139,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017086,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,21,21:00,Clear,51,Moderate,MODERATE,16.3,22.5,9.7,11.3,4.7,3.672,2.668,6.182,5.322,12.766,1,11.8,90,0.111,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017087,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,22,22:00,Clear,40,Moderate,MODERATE,19.3,24.1,10.2,13.3,4.7,3.111,2.489,5.882,4.509,12.766,1,10.8,80,0.099,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017088,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Friday,Weekend,23,23:00,Clear,38,Light,MODERATE,19.8,24.4,10.3,13.7,4.7,3.027,2.459,5.831,4.387,12.766,1,17.1,86,0.089,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017089,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,0,00:00,Clear,12,Free,LOW,26.8,28.2,11.5,18.5,4.7,2.24,2.125,5.236,3.246,12.766,1,16.0,94,0.052,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017090,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,1,01:00,Clear,15,Free,LOW,26.0,27.8,11.3,17.9,4.7,2.309,2.159,5.298,3.347,12.766,1,17.0,86,0.065,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017091,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,2,02:00,Clear,7,Free,LOW,28.1,29.0,11.7,19.4,4.7,2.133,2.071,5.135,3.092,12.766,1,16.7,82,0.052,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017092,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,3,03:00,Clear,7,Free,LOW,28.1,29.0,11.7,19.4,4.7,2.133,2.071,5.135,3.092,12.766,1,16.1,89,0.046,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017093,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,4,04:00,Clear,5,Free,LOW,28.7,29.3,11.8,19.8,4.7,2.093,2.05,5.096,3.034,12.766,1,16.0,98,0.04,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017094,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,5,05:00,Clear,9,Free,LOW,27.6,28.7,11.6,19.0,4.7,2.175,2.092,5.175,3.152,12.766,1,16.7,84,0.04,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017095,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,6,06:00,Clear,27,Light,LOW,22.8,26.0,10.8,15.7,4.7,2.635,2.306,5.563,3.819,12.766,1,9.5,85,0.064,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017096,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,7,07:00,Clear,37,Light,MODERATE,20.1,24.5,10.3,13.9,4.7,2.987,2.444,5.806,4.329,12.766,1,9.8,93,0.086,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017097,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,8,08:00,Clear,62,Heavy,HEAVY,13.4,20.9,9.2,9.2,4.7,4.48,2.875,6.515,6.493,12.766,1,12.2,86,0.152,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017098,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,9,09:00,Clear,70,Heavy,HEAVY,11.2,19.7,8.8,7.8,4.7,5.333,3.048,6.78,7.729,12.766,1,12.0,93,0.138,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017099,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,10,10:00,Clear,60,Heavy,HEAVY,13.9,21.2,9.3,9.6,4.7,4.308,2.835,6.452,6.243,12.766,1,11.7,86,0.138,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017100,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,11,11:00,Clear,52,Moderate,MODERATE,16.1,22.3,9.7,11.1,4.7,3.733,2.686,6.211,5.411,12.766,1,10.5,98,0.104,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017101,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,12,12:00,Clear,35,Light,MODERATE,20.6,24.8,10.4,14.2,4.7,2.909,2.415,5.755,4.216,12.766,1,9.5,91,0.094,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017102,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,13,13:00,Clear,42,Moderate,MODERATE,18.8,23.8,10.1,12.9,4.7,3.2,2.52,5.935,4.638,12.766,1,11.0,81,0.116,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017103,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,14,14:00,Clear,38,Light,MODERATE,19.8,24.4,10.3,13.7,4.7,3.027,2.459,5.831,4.387,12.766,1,10.0,83,0.102,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017104,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,15,15:00,Clear,44,Moderate,MODERATE,18.2,23.5,10.0,12.6,4.7,3.294,2.551,5.988,4.774,12.766,1,11.1,90,0.117,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017105,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,16,16:00,Clear,45,Moderate,MODERATE,17.9,23.4,10.0,12.4,4.7,3.343,2.567,6.015,4.845,12.766,1,11.8,89,0.089,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017106,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,17,17:00,Clear,49,Moderate,MODERATE,16.9,22.8,9.8,11.6,4.7,3.556,2.634,6.126,5.153,12.766,1,11.2,95,0.113,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017107,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,18,18:00,Clear,71,Heavy,HEAVY,11.0,19.5,8.8,7.6,4.7,5.463,3.071,6.814,7.918,12.766,1,11.6,86,0.167,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017108,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,19,19:00,Clear,74,Heavy,HEAVY,10.2,19.1,8.7,7.0,4.7,5.895,3.142,6.92,8.543,12.766,1,12.7,91,0.16,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017109,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,20,20:00,Rain,78,Heavy,HEAVY,9.1,18.5,8.5,6.3,4.7,6.588,3.242,7.067,9.548,12.766,1,11.4,97,0.196,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017110,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,21,21:00,Clear,57,Moderate,HEAVY,14.7,21.6,9.4,10.2,4.7,4.073,2.777,6.359,5.903,12.766,1,11.0,83,0.113,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017111,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,22,22:00,Clear,46,Moderate,MODERATE,17.7,23.2,9.9,12.2,4.7,3.394,2.584,6.042,4.919,12.766,1,10.7,92,0.097,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017112,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Saturday,Weekend,23,23:00,Clear,34,Light,MODERATE,20.9,25.0,10.5,14.4,4.7,2.872,2.401,5.731,4.162,12.766,1,17.0,83,0.074,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017113,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,0,00:00,Clear,35,Light,MODERATE,20.6,24.8,10.4,14.2,4.7,2.909,2.415,5.755,4.216,12.766,1,17.0,86,0.09,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017114,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,1,01:00,Clear,16,Free,LOW,25.7,27.6,11.3,17.7,4.7,2.333,2.171,5.319,3.382,12.766,1,16.4,92,0.075,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017115,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,2,02:00,Clear,27,Light,LOW,22.8,26.0,10.8,15.7,4.7,2.635,2.306,5.563,3.819,12.766,1,16.5,83,0.073,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017116,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,3,03:00,Clear,21,Light,LOW,24.4,26.9,11.1,16.8,4.7,2.462,2.23,5.427,3.567,12.766,1,16.9,95,0.068,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017117,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,4,04:00,Clear,12,Free,LOW,26.8,28.2,11.5,18.5,4.7,2.24,2.125,5.236,3.246,12.766,1,16.6,86,0.037,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017118,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,5,05:00,Clear,11,Free,LOW,27.1,28.4,11.5,18.7,4.7,2.218,2.114,5.215,3.214,12.766,1,17.1,93,0.053,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017119,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,6,06:00,Clear,44,Moderate,MODERATE,18.2,23.5,10.0,12.6,4.7,3.294,2.551,5.988,4.774,12.766,1,10.3,91,0.109,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017120,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,7,07:00,Clear,49,Moderate,MODERATE,16.9,22.8,9.8,11.6,4.7,3.556,2.634,6.126,5.153,12.766,1,11.4,87,0.098,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017121,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,8,08:00,Clear,69,Heavy,HEAVY,11.5,19.8,8.9,7.9,4.7,5.209,3.025,6.745,7.55,12.766,1,11.8,95,0.152,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017122,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,9,09:00,Clear,80,Severe,SEVERE,8.6,18.2,8.4,5.9,4.7,7.0,3.294,7.143,10.145,12.766,1,13.2,83,0.182,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017123,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,10,10:00,Clear,81,Severe,SEVERE,8.3,18.1,8.4,5.7,4.7,7.226,3.321,7.181,10.472,12.766,1,12.9,83,0.179,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017124,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,11,11:00,Clear,61,Heavy,HEAVY,13.7,21.0,9.3,9.4,4.7,4.392,2.855,6.483,6.365,12.766,1,11.7,94,0.143,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017125,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,12,12:00,Clear,55,Moderate,HEAVY,15.3,21.9,9.5,10.5,4.7,3.93,2.74,6.299,5.695,12.766,1,11.4,98,0.102,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017126,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,13,13:00,Clear,51,Moderate,MODERATE,16.3,22.5,9.7,11.3,4.7,3.672,2.668,6.182,5.322,12.766,1,11.7,84,0.103,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0017127,R0102,Banani Road 12,Banani Road 12 - Segment 1,Banani,secondary,1.5,23.794,90.406,3.381,Sunday,Weekday,14,14:00,Clear,50,Moderate,MODERATE,16.6,22.6,9.8,11.5,4.7,3.613,2.651,6.154,5.236,12.766,1,11.0,85,0.131,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
